x,y,z,res
73,93,106,16324.41999
33,102,89,10588.75418
62,141,32,716507.7018
168,174,131,110333.5747
110,29,19,14677.80819
20,145,114,10346.41995
3,97,52,1879.40005
97,189,177,53330.01601
165,139,70,167064.2408
113,99,182,19273.06324
172,184,114,158969.1317
96,15,42,2058.105647
186,156,179,69363.15244
98,165,12,15144646689
41,59,98,4416.70988
167,140,141,63104.29018
193,9,40,2175.284558
155,192,58,815262.4105
14,192,36,556758.045
35,168,148,18296.17272
112,199,111,133866.2557
118,173,124,82383.25748
9,11,177,105.3477458
132,164,45,828285.1804
12,182,161,6763.853963
143,127,89,75659.47875
169,86,35,169632.374
104,28,164,3454.134218
186,43,54,17734.07281
144,60,8,15621486.46
132,85,41,89198.89323
26,104,84,9326.197694
128,44,53,12918.40835
10,161,26,787246.8599
101,89,111,20041.46564
130,91,122,24941.68044
65,139,46,185461.0811
99,128,152,29414.86322
161,99,80,54941.49744
11,17,66,241.9386966
13,142,179,4080.898666
151,183,41,2398083.954
150,106,94,49105.87511
92,70,76,16176.84941
139,20,186,3095.587806
195,198,158,135189.2796
80,8,165,671.7948592
9,87,103,1822.187334
47,195,9,23542156578872
45,173,99,44686.5943
189,40,91,11733.30794
179,149,63,283909.6909
31,32,2,8815021636
159,192,80,336515.5285
113,174,117,86996.45112
50,79,154,6597.577867
55,141,172,17603.6319
37,91,160,5946.317618
162,186,172,88852.97868
106,29,175,3628.044982
125,76,48,46276.07699
59,170,129,37465.10848
176,133,178,49415.73301
77,102,10,211297623.4
58,141,38,334278.3194
27,133,160,8245.608167
2,101,193,340.8981525
165,58,68,22456.37149
59,21,89,1568.719464
189,95,19,2664758.272
178,177,132,120432.2188
26,99,159,4797.536796
101,133,17,33565155.79
15,133,156,4679.57902
36,187,115,34225.09794
156,200,49,1848353.918
167,98,100,43606.49086
90,38,84,5376.413432
34,105,122,8442.017611
52,140,6,99007772642737
75,144,119,36220.67787
142,160,106,102789.1247
67,70,22,112984.5139
169,38,167,8062.909777
123,16,140,2206.270455
74,175,136,46892.62877
76,177,129,53049.25476
183,44,193,10113.78943
107,67,172,10583.55158
92,173,154,48945.21033
168,133,90,97938.09608
70,52,157,5069.255044
75,12,16,1905.300015
34,196,75,90926.65915
39,117,58,34302.61812
199,96,200,30873.48538
118,199,122,119986.7969
179,87,193,24442.3149
52,185,10,1041412982157
159,84,153,23126.64301
3,91,104,654.8929553
4,174,143,2349.911336
2,102,88,650.1550695
113,86,57,43936.77927
35,149,134,15854.91246
92,36,85,5058.55894
155,101,22,1543332.696
149,120,131,44688.37068
106,147,149,41791.52564
141,18,131,2911.82767
161,91,143,27684.48724
136,142,68,155860.5907
154,127,5,2.10089E+15
116,47,196,6929.436053
15,141,166,4945.373054
38,4,86,159.2367596
42,140,105,22306.76722
109,59,112,10890.77131
119,109,29,556316.1713
23,81,63,6738.938213
42,98,105,10466.87126
117,41,144,6377.096787
164,76,195,18404.36894
126,113,11,411943597.4
133,114,129,36690.32983
37,182,135,25927.84451
53,161,6,3.843E+15
172,43,176,9442.846732
169,128,76,116557.4432
189,71,94,28559.53232
32,114,62,22940.15227
41,115,181,8900.505137
54,116,104,19109.8436
108,172,136,65797.13572
174,87,27,379718.5655
72,44,178,4056.38217
162,104,174,30628.56606
157,189,21,240442809.4
160,72,133,19795.17139
132,130,108,57184.60952
19,124,98,8350.082243
76,171,198,30823.51835
111,125,124,38021.55272
175,106,53,137066.9906
177,62,16,528756.931
154,191,163,94940.45376
140,88,127,24634.23997
191,114,172,42245.89947
90,135,33,726499.8385
67,13,137,957.6979996
139,197,68,496201.0595
92,104,154,18797.96976
168,181,100,185806.4855
131,99,187,22020.49607
75,1,45,76.68532312
163,104,194,28976.01142
107,13,78,1643.272334
41,55,20,35274.1349
10,190,88,16460.19094
73,79,115,11462.8175
63,199,159,43827.28634
45,142,189,13545.53564
66,6,177,409.6538424
105,14,55,1896.116516
177,157,125,97576.84866
185,145,109,101454.4083
166,143,62,238299.6112
190,66,171,18446.75451
119,15,19,3930.993133
76,4,154,311.9995443
32,14,155,490.3482304
152,153,126,78323.59335
120,94,179,19071.03918
124,56,138,10419.45862
18,105,79,7139.842756
74,87,148,11588.99303
163,100,133,34572.02424
116,175,97,123315.3132
61,18,55,1523.123363
55,36,113,2722.854873
102,139,116,46991.52797
91,135,101,46759.27676
174,87,92,38972.65759
120,49,84,10536.97073
98,17,146,1871.731428
180,102,1,3.64678E+48
107,195,190,58229.31392
145,154,190,50222.21113
164,141,134,66228.43121
72,181,176,36445.46239
175,171,30,8943606.974
124,108,42,175227.6674
77,153,164,29946.57299
84,62,97,9868.729903
123,148,109,70770.30666
185,188,112,186347.6355
164,159,48,715882.0015
154,16,50,3393.242811
153,88,23,617763.9419
147,128,171,39775.27879
25,67,197,2353.526139
148,153,66,229999.4079
147,118,153,37509.8574
79,28,84,3087.094684
151,179,76,284910.0515
189,45,180,10920.63617
48,41,191,2439.217972
91,100,82,30808.37623
16,59,133,1471.055117
151,21,45,5056.697803
131,66,175,12606.84151
179,187,188,90506.34826
186,15,143,3098.557562
113,188,146,76995.40428
97,182,150,59400.08872
75,58,87,8472.643079
68,60,18,114369.0296
14,38,98,783.9918237
132,162,63,279799.0174
69,47,25,21253.01627
126,12,51,1913.104653
118,168,141,65260.22159
157,7,193,1139.591774
179,52,86,17039.35056
190,159,103,141438.1213
128,29,123,4698.969234
160,72,197,16602.72583
81,66,99,10412.58618
88,193,70,267578.9282
128,40,44,12708.17323
48,200,196,26633.53835
170,198,120,175266.941
126,146,127,58075.24799
99,168,187,40842.54356
185,89,165,28236.93451
92,51,80,8876.070349
7,164,157,3262.870356
78,50,20,47511.72645
181,69,106,23945.76911
66,95,104,15630.71507
126,112,198,24845.63455
146,51,131,10990.04598
110,193,163,69370.68386
180,138,170,55936.65909
114,115,95,43987.32893
136,2,14,313.7696786
177,16,159,3131.813115
46,116,50,54297.3981
107,168,57,342546.0002
2,48,152,131.6487861
127,183,122,104158.9357
182,87,37,166253.0255
31,147,30,611958.526
76,127,153,22136.55927
23,87,195,3126.145893
75,144,172,24947.04645
21,24,148,592.7296722
61,64,101,7357.094126
122,82,66,34653.86472
32,26,6,63396.61667
26,149,18,15245891.6
36,128,139,11572.79671
176,130,105,78913.98048
41,196,120,41151.68114
89,3,23,304.1994102
136,93,98,32670.70131
87,40,67,6322.07337
20,161,97,16931.48953
15,151,155,6000.053029
179,104,154,36574.31073
61,125,81,35681.85153
77,180,9,6724389608380
34,118,185,7592.247857
44,196,119,44773.11455
91,39,183,4391.982096
149,67,88,21375.54011
155,101,191,26564.77702
179,110,44,239873.3061
80,93,11,34941003.48
170,130,197,42754.5698
60,94,188,9298.787967
107,2,36,226.2253374
53,133,42,167260.492
38,9,95,375.9843722
124,57,119,11410.90128
156,172,10,791622508190
65,73,185,7040.548131
17,80,180,2121.087957
8,58,15,22171.2397
71,52,76,7318.305726
189,29,183,6422.179277
39,173,149,21545.60361
15,74,125,2006.436003
84,12,76,1180.411264
6,56,150,488.0629987
150,3,51,477.2646277
151,83,45,79266.02576
35,181,79,62629.03912
71,24,93,2205.695645
121,182,154,71798.25237
54,67,98,7167.771923
188,193,61,858606.9918
84,62,186,7268.34951
170,85,7,2712961925
134,13,133,1920.870059
197,163,24,28591516.22
67,22,155,1698.788377
95,64,25,78649.76928
170,6,182,1054.186796
64,45,19,30759.88318
123,167,134,71428.11401
16,68,29,11349.44376
51,41,6,1941033.328
108,123,93,49856.10462
196,143,156,70096.3467
14,148,64,20926.45869
115,68,76,19133.13018
136,179,179,66173.85283
16,153,163,6258.381913
28,10,135,301.5282401
42,179,9,3263901298076
128,24,53,4831.509786
74,136,59,100891.8797
43,165,93,41828.7482
71,170,49,387653.07
72,61,53,13883.87508
131,90,91,31698.28897
3,117,33,12164.05742
107,194,101,141701.6504
92,43,120,5660.808616
87,26,199,2577.713186
129,113,95,47890.57056
137,10,98,1517.177281
88,136,34,653430.6596
139,23,147,3738.46633
116,91,52,60745.58585
33,39,31,4528.444236
177,45,184,10171.83026
158,91,96,37099.96133
45,76,178,5241.49542
145,157,98,112986.132
60,82,57,20736.69885
180,172,104,161829.3205
15,137,108,7306.719224
9,54,93,868.5748675
67,62,67,10479.75038
150,112,148,35806.72207
67,54,128,5516.7912
76,5,71,407.7253508
61,193,152,41910.88658
120,128,158,34532.23757
37,185,63,129027.6078
145,77,106,23085.3676
120,98,180,20270.13026
173,77,106,27543.23169
148,94,44,117814.9783
48,28,138,1646.33037
158,153,149,67499.71077
95,136,184,27055.9497
175,165,131,101749.9318
160,33,94,7500.651831
119,50,163,8086.044591
131,200,80,319181.3418
132,70,32,82355.22355
35,59,177,2881.939658
175,113,67,106802.9639
200,56,48,35966.23008
40,197,16,1752980261
155,35,27,19832.3451
34,179,169,17551.90777
83,125,88,42942.13929
196,117,163,47008.32558
181,136,39,804785.776
167,30,166,6002.396503
34,9,102,334.2269977
141,24,99,4312.348642
35,73,199,3687.270176
57,21,78,1566.821736
53,70,192,5342.08064
153,154,152,64896.46408
194,116,47,265543.3695
196,78,60,56096.20745
43,163,43,310409.5988
27,57,86,2985.966716
9,23,95,263.7031547
36,63,192,3148.806165
161,99,138,32660.29894
92,7,68,713.8264764
156,125,154,43908.27405
72,191,195,36622.81649
70,196,164,45330.34036
118,61,128,11592.58546
15,156,27,755914.827
88,180,14,6074931331
5,159,39,46876.19197
113,73,41,48939.25258
151,130,151,46431.87389
137,52,191,9353.220049
169,190,75,404438.9676
79,141,110,40135.87793
1,170,99,946.688546
5,66,152,509.4354648
84,185,115,77642.34778
113,118,172,26479.31007
136,199,20,567050946.5
63,79,33,54530.8553
183,174,29,12845979.64
38,171,51,185756.3026
22,27,68,883.5413939
125,129,54,175784.665
72,198,147,54823.37457
80,71,107,11028.7184
170,56,129,14694.94234
34,29,127,1238.929292
45,178,18,157878282.3
22,22,175,548.8357368
173,129,165,48772.51328
1,16,100,18.77617394
36,2,128,73.13383502
178,94,181,28125.03402
121,164,42,985021.6289
184,72,98,27620.00904
192,131,84,119636.8884
18,13,125,259.6465065
21,2,151,42.55999176
32,120,89,14787.57015
123,113,99,43520.45409
138,87,101,28411.46223
47,71,162,5172.436245
180,53,52,26435.93489
166,149,117,88383.30451
109,74,163,12700.55161
57,126,159,15863.65631
74,124,118,26244.03795
95,15,140,1586.15789
176,29,174,6029.663547
107,144,70,120545.7938
89,87,74,25089.88772
93,40,61,7166.81521
6,118,136,1685.961246
124,183,111,117997.2227
121,66,1,3.6793E+32
137,83,193,17481.06103
29,186,131,22312.22095
73,110,74,35504.91063
139,123,180,33860.06657
193,93,123,38230.43645
139,14,148,2139.068766
55,58,147,4733.092242
160,53,132,12669.85565
26,163,8,2991651640142
41,103,73,17313.814
198,65,149,19908.37769
18,105,6,75268842511
133,63,200,11481.40277
96,185,12,88067612758
168,166,170,74044.56021
183,10,20,3017.159925
179,57,174,14157.83246
191,113,93,72744.9677
23,28,64,997.4467123
6,72,148,702.6873631
72,123,12,250470191.2
105,81,144,14926.73986
