x,y,z,res
285,570,3409,1393.96286
286,572,3421,1398.861843
287,574,3433,1403.760826
288,576,3445,1408.65981
289,578,3457,1413.558793
290,580,3469,1418.457776
291,582,3481,1423.356759
292,584,3493,1428.255742
293,586,3505,1433.154725
294,588,3517,1438.053708
295,590,3529,1442.952691
296,592,3541,1447.851674
297,594,3553,1452.750657
298,596,3565,1457.64964
299,598,3577,1462.548623
300,600,3589,1467.447606
301,602,3601,1472.346589
302,604,3613,1477.245572
303,606,3625,1482.144555
304,608,3637,1487.043538
305,610,3649,1491.94252
306,612,3661,1496.841503
307,614,3673,1501.740486
308,616,3685,1506.639469
309,618,3697,1511.538451
310,620,3709,1516.437434
311,622,3721,1521.336417
312,624,3733,1526.235399
313,626,3745,1531.134382
314,628,3757,1536.033365
315,630,3769,1540.932347
316,632,3781,1545.83133
317,634,3793,1550.730312
318,636,3805,1555.629295
319,638,3817,1560.528277
320,640,3829,1565.42726
321,642,3841,1570.326242
322,644,3853,1575.225224
323,646,3865,1580.124207
324,648,3877,1585.023189
325,650,3889,1589.922172
326,652,3901,1594.821154
327,654,3913,1599.720136
328,656,3925,1604.619119
329,658,3937,1609.518101
330,660,3949,1614.417083
331,662,3961,1619.316065
332,664,3973,1624.215048
333,666,3985,1629.11403
334,668,3997,1634.013012
335,670,4009,1638.911994
336,672,4021,1643.810976
337,674,4033,1648.709959
338,676,4045,1653.608941
339,678,4057,1658.507923
340,680,4069,1663.406905
341,682,4081,1668.305887
342,684,4093,1673.204869
343,686,4105,1678.103851
344,688,4117,1683.002833
345,690,4129,1687.901815
346,692,4141,1692.800797
347,694,4153,1697.699779
348,696,4165,1702.598761
349,698,4177,1707.497743
350,700,4189,1712.396725
351,702,4201,1717.295707
352,704,4213,1722.194689
353,706,4225,1727.093671
354,708,4237,1731.992653
355,710,4249,1736.891635
356,712,4261,1741.790616
357,714,4273,1746.689598
358,716,4285,1751.58858
359,718,4297,1756.487562
360,720,4309,1761.386544
361,722,4321,1766.285525
362,724,4333,1771.184507
363,726,4345,1776.083489
364,728,4357,1780.982471
365,730,4369,1785.881452
366,732,4381,1790.780434
367,734,4393,1795.679416
368,736,4405,1800.578398
369,738,4417,1805.477379
370,740,4429,1810.376361
371,742,4441,1815.275343
372,744,4453,1820.174324
373,746,4465,1825.073306
374,748,4477,1829.972287
375,750,4489,1834.871269
376,752,4501,1839.770251
377,754,4513,1844.669232
378,756,4525,1849.568214
379,758,4537,1854.467195
380,760,4549,1859.366177
381,762,4561,1864.265158
382,764,4573,1869.16414
383,766,4585,1874.063121
384,768,4597,1878.962103
385,770,4609,1883.861084
386,772,4621,1888.760066
387,774,4633,1893.659047
388,776,4645,1898.558029
389,778,4657,1903.45701
390,780,4669,1908.355992
391,782,4681,1913.254973
392,784,4693,1918.153955
393,786,4705,1923.052936
394,788,4717,1927.951917
395,790,4729,1932.850899
396,792,4741,1937.74988
397,794,4753,1942.648861
398,796,4765,1947.547843
399,798,4777,1952.446824
400,800,4789,1957.345805
401,802,4801,1962.244787
402,804,4813,1967.143768
403,806,4825,1972.042749
404,808,4837,1976.941731
405,810,4849,1981.840712
406,812,4861,1986.739693
407,814,4873,1991.638674
408,816,4885,1996.537656
409,818,4897,2001.436637
410,820,4909,2006.335618
411,822,4921,2011.234599
412,824,4933,2016.133581
413,826,4945,2021.032562
414,828,4957,2025.931543
415,830,4969,2030.830524
416,832,4981,2035.729505
417,834,4993,2040.628487
418,836,5005,2045.527468
419,838,5017,2050.426449
420,840,5029,2055.32543
421,842,5041,2060.224411
422,844,5053,2065.123392
423,846,5065,2070.022373
424,848,5077,2074.921355
425,850,5089,2079.820336
426,852,5101,2084.719317
427,854,5113,2089.618298
428,856,5125,2094.517279
429,858,5137,2099.41626
430,860,5149,2104.315241
431,862,5161,2109.214222
432,864,5173,2114.113203
433,866,5185,2119.012184
434,868,5197,2123.911165
435,870,5209,2128.810146
436,872,5221,2133.709127
437,874,5233,2138.608108
438,876,5245,2143.507089
439,878,5257,2148.40607
440,880,5269,2153.305051
441,882,5281,2158.204032
442,884,5293,2163.103013
443,886,5305,2168.001994
444,888,5317,2172.900975
445,890,5329,2177.799956
446,892,5341,2182.698937
447,894,5353,2187.597918
448,896,5365,2192.496899
449,898,5377,2197.39588
450,900,5389,2202.294861
451,902,5401,2207.193842
452,904,5413,2212.092822
453,906,5425,2216.991803
454,908,5437,2221.890784
455,910,5449,2226.789765
456,912,5461,2231.688746
457,914,5473,2236.587727
458,916,5485,2241.486708
459,918,5497,2246.385689
460,920,5509,2251.284669
461,922,5521,2256.18365
462,924,5533,2261.082631
463,926,5545,2265.981612
464,928,5557,2270.880593
465,930,5569,2275.779574
466,932,5581,2280.678554
467,934,5593,2285.577535
468,936,5605,2290.476516
469,938,5617,2295.375497
470,940,5629,2300.274478
471,942,5641,2305.173458
472,944,5653,2310.072439
473,946,5665,2314.97142
474,948,5677,2319.870401
475,950,5689,2324.769381
476,952,5701,2329.668362
477,954,5713,2334.567343
478,956,5725,2339.466324
479,958,5737,2344.365304
480,960,5749,2349.264285
481,962,5761,2354.163266
482,964,5773,2359.062247
483,966,5785,2363.961227
484,968,5797,2368.860208
485,970,5809,2373.759189
486,972,5821,2378.658169
487,974,5833,2383.55715
488,976,5845,2388.456131
489,978,5857,2393.355111
490,980,5869,2398.254092
491,982,5881,2403.153073
492,984,5893,2408.052053
493,986,5905,2412.951034
494,988,5917,2417.850015
495,990,5929,2422.748995
496,992,5941,2427.647976
497,994,5953,2432.546957
498,996,5965,2437.445937
499,998,5977,2442.344918
500,1000,5989,2447.243899
501,1002,6001,2452.142879
502,1004,6013,2457.04186
503,1006,6025,2461.94084
504,1008,6037,2466.839821
505,1010,6049,2471.738802
506,1012,6061,2476.637782
507,1014,6073,2481.536763
508,1016,6085,2486.435743
509,1018,6097,2491.334724
510,1020,6109,2496.233705
511,1022,6121,2501.132685
512,1024,6133,2506.031666
513,1026,6145,2510.930646
514,1028,6157,2515.829627
515,1030,6169,2520.728607
516,1032,6181,2525.627588
517,1034,6193,2530.526568
518,1036,6205,2535.425549
519,1038,6217,2540.324529
520,1040,6229,2545.22351
521,1042,6241,2550.122491
522,1044,6253,2555.021471
523,1046,6265,2559.920452
524,1048,6277,2564.819432
525,1050,6289,2569.718413
526,1052,6301,2574.617393
527,1054,6313,2579.516374
528,1056,6325,2584.415354
529,1058,6337,2589.314335
530,1060,6349,2594.213315
531,1062,6361,2599.112296
532,1064,6373,2604.011276
533,1066,6385,2608.910257
534,1068,6397,2613.809237
535,1070,6409,2618.708217
536,1072,6421,2623.607198
537,1074,6433,2628.506178
538,1076,6445,2633.405159
539,1078,6457,2638.304139
540,1080,6469,2643.20312
541,1082,6481,2648.1021
542,1084,6493,2653.001081
543,1086,6505,2657.900061
544,1088,6517,2662.799042
545,1090,6529,2667.698022
546,1092,6541,2672.597002
547,1094,6553,2677.495983
548,1096,6565,2682.394963
549,1098,6577,2687.293944
550,1100,6589,2692.192924
551,1102,6601,2697.091904
552,1104,6613,2701.990885
553,1106,6625,2706.889865
554,1108,6637,2711.788846
555,1110,6649,2716.687826
556,1112,6661,2721.586806
557,1114,6673,2726.485787
558,1116,6685,2731.384767
559,1118,6697,2736.283748
560,1120,6709,2741.182728
561,1122,6721,2746.081708
562,1124,6733,2750.980689
563,1126,6745,2755.879669
564,1128,6757,2760.778649
565,1130,6769,2765.67763
566,1132,6781,2770.57661
567,1134,6793,2775.475591
568,1136,6805,2780.374571
569,1138,6817,2785.273551
570,1140,6829,2790.172532
571,1142,6841,2795.071512
572,1144,6853,2799.970492
573,1146,6865,2804.869473
574,1148,6877,2809.768453
575,1150,6889,2814.667433
576,1152,6901,2819.566414
577,1154,6913,2824.465394
578,1156,6925,2829.364374
579,1158,6937,2834.263355
580,1160,6949,2839.162335
581,1162,6961,2844.061315
582,1164,6973,2848.960295
583,1166,6985,2853.859276
584,1168,6997,2858.758256
585,1170,7009,2863.657236
586,1172,7021,2868.556217
587,1174,7033,2873.455197
588,1176,7045,2878.354177
589,1178,7057,2883.253157
590,1180,7069,2888.152138
591,1182,7081,2893.051118
592,1184,7093,2897.950098
593,1186,7105,2902.849079
594,1188,7117,2907.748059
595,1190,7129,2912.647039
596,1192,7141,2917.546019
597,1194,7153,2922.445
598,1196,7165,2927.34398
599,1198,7177,2932.24296
600,1200,7189,2937.14194
601,1202,7201,2942.040921
602,1204,7213,2946.939901
603,1206,7225,2951.838881
604,1208,7237,2956.737861
605,1210,7249,2961.636842
606,1212,7261,2966.535822
607,1214,7273,2971.434802
608,1216,7285,2976.333782
609,1218,7297,2981.232763
610,1220,7309,2986.131743
611,1222,7321,2991.030723
612,1224,7333,2995.929703
613,1226,7345,3000.828683
614,1228,7357,3005.727664
615,1230,7369,3010.626644
616,1232,7381,3015.525624
617,1234,7393,3020.424604
618,1236,7405,3025.323585
619,1238,7417,3030.222565
620,1240,7429,3035.121545
621,1242,7441,3040.020525
622,1244,7453,3044.919505
623,1246,7465,3049.818485
624,1248,7477,3054.717466
625,1250,7489,3059.616446
626,1252,7501,3064.515426
627,1254,7513,3069.414406
628,1256,7525,3074.313386
629,1258,7537,3079.212367
630,1260,7549,3084.111347
631,1262,7561,3089.010327
632,1264,7573,3093.909307
633,1266,7585,3098.808287
634,1268,7597,3103.707267
635,1270,7609,3108.606248
636,1272,7621,3113.505228
637,1274,7633,3118.404208
638,1276,7645,3123.303188
639,1278,7657,3128.202168
640,1280,7669,3133.101148
641,1282,7681,3138.000129
642,1284,7693,3142.899109
643,1286,7705,3147.798089
644,1288,7717,3152.697069
645,1290,7729,3157.596049
646,1292,7741,3162.495029
647,1294,7753,3167.394009
648,1296,7765,3172.29299
649,1298,7777,3177.19197
650,1300,7789,3182.09095
651,1302,7801,3186.98993
652,1304,7813,3191.88891
653,1306,7825,3196.78789
654,1308,7837,3201.68687
655,1310,7849,3206.58585
656,1312,7861,3211.484831
657,1314,7873,3216.383811
658,1316,7885,3221.282791
659,1318,7897,3226.181771
660,1320,7909,3231.080751
661,1322,7921,3235.979731
662,1324,7933,3240.878711
663,1326,7945,3245.777691
664,1328,7957,3250.676671
665,1330,7969,3255.575652
666,1332,7981,3260.474632
667,1334,7993,3265.373612
668,1336,8005,3270.272592
669,1338,8017,3275.171572
670,1340,8029,3280.070552
671,1342,8041,3284.969532
672,1344,8053,3289.868512
673,1346,8065,3294.767492
674,1348,8077,3299.666472
675,1350,8089,3304.565452
676,1352,8101,3309.464432
677,1354,8113,3314.363413
678,1356,8125,3319.262393
679,1358,8137,3324.161373
680,1360,8149,3329.060353
681,1362,8161,3333.959333
682,1364,8173,3338.858313
683,1366,8185,3343.757293
684,1368,8197,3348.656273
685,1370,8209,3353.555253
686,1372,8221,3358.454233
687,1374,8233,3363.353213
688,1376,8245,3368.252193
689,1378,8257,3373.151173
690,1380,8269,3378.050153
691,1382,8281,3382.949133
692,1384,8293,3387.848113
693,1386,8305,3392.747094
694,1388,8317,3397.646074
695,1390,8329,3402.545054
696,1392,8341,3407.444034
697,1394,8353,3412.343014
698,1396,8365,3417.241994
699,1398,8377,3422.140974
700,1400,8389,3427.039954
701,1402,8401,3431.938934
702,1404,8413,3436.837914
703,1406,8425,3441.736894
704,1408,8437,3446.635874
705,1410,8449,3451.534854
706,1412,8461,3456.433834
707,1414,8473,3461.332814
708,1416,8485,3466.231794
709,1418,8497,3471.130774
710,1420,8509,3476.029754
711,1422,8521,3480.928734
712,1424,8533,3485.827714
713,1426,8545,3490.726694
714,1428,8557,3495.625674
715,1430,8569,3500.524654
716,1432,8581,3505.423634
717,1434,8593,3510.322614
718,1436,8605,3515.221594
719,1438,8617,3520.120574
720,1440,8629,3525.019554
721,1442,8641,3529.918534
722,1444,8653,3534.817514
723,1446,8665,3539.716494
724,1448,8677,3544.615474
725,1450,8689,3549.514454
726,1452,8701,3554.413434
727,1454,8713,3559.312414
728,1456,8725,3564.211394
729,1458,8737,3569.110374
730,1460,8749,3574.009354
731,1462,8761,3578.908334
732,1464,8773,3583.807314
733,1466,8785,3588.706294
734,1468,8797,3593.605274
735,1470,8809,3598.504254
736,1472,8821,3603.403234
