x,y,z,res
256,512,3061,6.049245646
257,514,3073,6.053234345
258,516,3085,6.057207591
259,518,3097,6.061165502
260,520,3109,6.065108197
261,522,3121,6.069035792
262,524,3133,6.072948403
263,526,3145,6.076846144
264,528,3157,6.080729126
265,530,3169,6.084597462
266,532,3181,6.088451262
267,534,3193,6.092290634
268,536,3205,6.096115686
269,538,3217,6.099926525
270,540,3229,6.103723255
271,542,3241,6.107505982
272,544,3253,6.111274807
273,546,3265,6.115029834
274,548,3277,6.118771161
275,550,3289,6.12249889
276,552,3301,6.126213118
277,554,3313,6.129913943
278,556,3325,6.133601462
279,558,3337,6.137275769
280,560,3349,6.14093696
281,562,3361,6.144585127
282,564,3373,6.148220363
283,566,3385,6.151842759
284,568,3397,6.155452406
285,570,3409,6.159049392
286,572,3421,6.162633808
287,574,3433,6.166205739
288,576,3445,6.169765274
289,578,3457,6.173312497
290,580,3469,6.176847493
291,582,3481,6.180370347
292,584,3493,6.183881142
293,586,3505,6.18737996
294,588,3517,6.190866882
295,590,3529,6.194341989
296,592,3541,6.197805361
297,594,3553,6.201257077
298,596,3565,6.204697216
299,598,3577,6.208125853
300,600,3589,6.211543067
301,602,3601,6.214948933
302,604,3613,6.218343526
303,606,3625,6.221726921
304,608,3637,6.225099191
305,610,3649,6.22846041
306,612,3661,6.231810648
307,614,3673,6.235149979
308,616,3685,6.238478472
309,618,3697,6.241796199
310,620,3709,6.245103227
311,622,3721,6.248399627
312,624,3733,6.251685466
313,626,3745,6.254960812
314,628,3757,6.258225731
315,630,3769,6.26148029
316,632,3781,6.264724555
317,634,3793,6.267958589
318,636,3805,6.271182458
319,638,3817,6.274396225
320,640,3829,6.277599954
321,642,3841,6.280793707
322,644,3853,6.283977545
323,646,3865,6.287151531
324,648,3877,6.290315724
325,650,3889,6.293470186
326,652,3901,6.296614976
327,654,3913,6.299750154
328,656,3925,6.302875776
329,658,3937,6.305991903
330,660,3949,6.309098591
331,662,3961,6.312195897
332,664,3973,6.315283878
333,666,3985,6.31836259
334,668,3997,6.321432089
335,670,4009,6.324492428
336,672,4021,6.327543664
337,674,4033,6.330585849
338,676,4045,6.333619038
339,678,4057,6.336643283
340,680,4069,6.339658638
341,682,4081,6.342665153
342,684,4093,6.345662882
343,686,4105,6.348651874
344,688,4117,6.351632181
345,690,4129,6.354603854
346,692,4141,6.357566942
347,694,4153,6.360521494
348,696,4165,6.36346756
349,698,4177,6.366405188
350,700,4189,6.369334426
351,702,4201,6.372255323
352,704,4213,6.375167926
353,706,4225,6.378072281
354,708,4237,6.380968435
355,710,4249,6.383856434
356,712,4261,6.386736325
357,714,4273,6.389608153
358,716,4285,6.392471962
359,718,4297,6.395327797
360,720,4309,6.398175703
361,722,4321,6.401015724
362,724,4333,6.403847902
363,726,4345,6.406672282
364,728,4357,6.409488906
365,730,4369,6.412297816
366,732,4381,6.415099055
367,734,4393,6.417892665
368,736,4405,6.420678687
369,738,4417,6.423457162
370,740,4429,6.42622813
371,742,4441,6.428991633
372,744,4453,6.431747711
373,746,4465,6.434496403
374,748,4477,6.437237748
375,750,4489,6.439971787
376,752,4501,6.442698557
377,754,4513,6.445418097
378,756,4525,6.448130447
379,758,4537,6.450835642
380,760,4549,6.453533722
381,762,4561,6.456224723
382,764,4573,6.458908683
383,766,4585,6.461585638
384,768,4597,6.464255625
385,770,4609,6.46691868
386,772,4621,6.469574839
387,774,4633,6.472224138
388,776,4645,6.474866611
389,778,4657,6.477502294
390,780,4669,6.480131222
391,782,4681,6.482753429
392,784,4693,6.48536895
393,786,4705,6.487977818
394,788,4717,6.490580068
395,790,4729,6.493175733
396,792,4741,6.495764846
397,794,4753,6.49834744
