x,y,z,res
19,14,17,11
20,13,20,10
12,9,17,3
2,5,16,2
3,11,16,5
10,20,18,0
0,6,14,18
2,12,9,0
20,16,8,7
19,7,4,14
14,18,6,2
12,11,17,6
10,5,1,6
12,18,0,3
2,10,9,2
7,17,7,11
7,17,14,11
17,12,11,11
6,18,12,6
18,8,5,18
13,5,1,11
9,9,17,6
4,18,3,12
8,19,4,0
9,10,17,17
13,0,10,0
18,7,11,1
8,0,18,7
15,18,7,18
4,7,15,2
3,19,16,18
7,4,5,18
16,19,18,3
8,6,9,17
20,20,20,6
14,11,12,9
2,14,19,10
5,17,4,0
10,13,19,2
0,20,14,18
13,15,12,7
10,10,7,19
8,17,5,10
19,8,8,7
16,7,7,9
2,7,15,16
3,4,10,3
8,2,17,7
10,19,14,20
19,18,0,13
4,17,10,9
7,0,8,16
19,4,16,20
13,11,7,1
10,5,2,7
2,14,12,14
15,16,9,17
15,18,19,3
15,14,19,6
5,15,19,11
20,12,5,1
11,13,8,15
6,12,2,13
11,3,8,5
3,17,8,1
20,2,8,0
9,13,9,17
15,3,11,0
2,6,13,4
19,11,13,19
13,6,18,12
13,17,19,17
1,8,16,19
15,8,18,14
18,18,20,3
17,18,4,16
18,5,7,3
6,10,16,6
6,9,18,4
11,11,11,10
20,17,13,4
20,11,18,9
18,18,20,7
7,7,20,11
10,13,15,1
0,4,2,2
10,19,10,7
10,9,4,10
15,10,17,5
2,14,7,2
14,14,6,16
16,9,8,16
14,13,14,4
20,1,15,0
12,12,15,4
20,8,0,4
17,0,9,5
1,4,2,6
4,15,20,11
17,16,17,1
15,19,13,17
20,0,7,13
5,11,7,12
0,16,1,3
7,5,15,14
1,20,1,0
2,3,6,11
20,19,15,9
11,10,15,0
1,18,4,6
7,7,14,14
16,3,0,13
11,3,10,8
4,8,17,8
8,10,13,13
5,14,1,18
16,3,0,18
12,7,20,11
0,20,20,0
12,3,19,16
0,6,6,17
8,13,10,15
5,8,10,12
11,15,3,0
8,5,18,1
5,9,3,14
14,4,1,20
6,13,3,10
15,20,11,6
6,20,17,20
11,4,3,6
18,7,20,6
15,19,6,19
17,0,19,3
20,17,18,17
5,15,18,4
1,19,13,17
18,12,16,4
15,20,19,8
19,2,14,7
20,13,7,11
16,10,17,19
5,14,11,1
9,11,18,8
0,11,5,20
14,19,19,10
4,10,19,19
6,0,16,12
7,18,6,15
16,1,18,2
3,4,9,2
11,16,18,20
15,3,3,15
3,1,1,3
14,18,10,15
14,17,12,1
6,1,16,20
15,1,18,1
11,20,14,6
11,20,19,9
14,11,17,16
13,12,15,6
17,5,9,11
7,19,9,18
8,0,6,1
19,7,11,11
13,8,10,17
13,0,19,9
6,7,19,17
18,3,12,1
20,15,16,6
0,7,11,17
3,13,1,16
13,20,2,20
11,4,3,0
8,14,20,19
14,20,17,6
10,18,1,4
9,0,10,18
8,17,10,10
18,16,18,16
18,6,14,1
20,5,2,1
4,13,15,5
17,9,20,8
17,19,18,16
5,14,9,8
6,1,14,11
7,2,1,13
1,15,20,19
10,16,15,3
19,13,1,18
4,3,9,15
6,17,4,2
14,0,12,13
0,3,13,9
12,11,5,15
20,12,4,5
20,11,4,17
20,7,9,8
17,17,6,1
13,1,15,19
8,2,20,14
1,5,0,6
13,2,13,9
6,1,9,0
13,16,17,8
17,17,17,1
13,5,16,18
14,2,20,7
20,10,13,15
10,0,5,2
12,10,3,17
1,12,0,14
20,15,0,10
18,13,11,4
6,8,11,2
18,8,16,18
2,13,4,13
1,13,6,20
11,16,20,5
18,15,13,0
4,9,19,14
3,9,2,2
17,15,17,5
11,3,4,5
15,3,2,3
13,15,18,2
13,19,13,18
11,3,16,13
9,15,9,16
20,13,18,3
16,17,7,19
0,12,8,5
11,10,7,2
15,12,7,19
2,2,5,16
14,7,8,13
9,9,8,14
18,20,2,7
17,18,15,13
8,20,19,8
8,0,3,14
1,3,15,18
0,4,2,1
16,5,15,20
15,10,12,13
14,1,7,16
16,17,15,14
1,19,3,13
0,5,11,2
19,17,3,10
3,3,18,15
16,9,18,0
20,11,4,8
20,14,13,4
5,8,16,8
18,13,19,18
20,18,10,19
4,10,16,12
17,0,2,10
19,7,2,20
10,6,19,18
2,12,2,0
1,9,17,1
11,8,19,5
6,19,19,16
16,14,2,15
16,18,15,5
6,3,10,7
14,16,3,15
18,9,11,10
17,2,13,11
0,8,9,5
10,11,3,13
15,20,2,6
20,0,2,15
19,6,18,12
7,14,12,13
16,6,12,16
10,13,16,4
3,10,8,18
12,14,6,6
3,4,18,1
19,11,1,8
12,13,19,0
11,6,2,6
12,12,13,18
7,0,7,16
8,0,14,1
2,14,19,5
7,4,2,13
16,3,19,10
3,14,16,5
18,4,9,18
15,15,9,6
13,12,17,18
9,10,1,0
15,14,7,0
19,11,1,17
15,4,13,3
8,1,1,1
15,11,8,7
13,13,0,5
7,8,10,9
16,15,14,12
18,4,11,7
10,20,6,1
14,5,0,4
16,12,0,0
17,5,6,10
2,2,12,3
3,12,16,8
13,17,19,3
18,10,6,19
17,20,19,18
14,5,7,13
1,12,13,17
12,19,5,10
1,9,3,16
16,2,4,10
14,0,7,18
11,10,20,17
20,3,9,2
7,4,9,16
7,18,0,15
3,3,15,3
4,14,15,12
9,6,13,8
1,5,9,10
2,16,9,14
12,20,10,2
8,13,20,11
17,1,7,14
3,8,18,16
2,0,20,5
12,17,6,2
11,11,3,8
13,18,5,15
16,13,12,4
4,8,15,0
16,0,16,4
20,9,0,12
7,16,19,0
11,0,9,17
19,9,4,1
17,11,14,6
4,1,3,2
15,14,10,0
5,2,11,15
3,20,1,17
4,12,13,6
6,4,4,7
8,13,10,7
19,8,1,13
18,14,8,9
15,19,8,14
8,8,12,8
20,14,2,13
9,13,8,2
4,1,7,4
13,13,5,3
5,10,5,0
8,20,9,17
14,10,15,7
16,10,20,1
14,5,13,18
2,14,19,3
4,19,3,13
17,18,19,17
16,13,7,5
20,7,6,18
4,20,6,16
16,1,5,16
5,2,9,8
19,3,13,6
0,1,0,15
14,5,5,19
3,0,10,11
13,0,2,16
8,10,7,13
1,17,13,15
13,4,11,1
1,3,15,2
2,5,2,7
17,4,3,19
1,10,12,0
5,20,0,9
17,13,20,12
11,0,7,14
16,2,6,1
15,4,7,7
17,15,4,16
10,20,6,16
1,14,6,5
3,6,14,20
16,6,2,0
19,1,13,19
14,12,7,16
10,11,8,6
3,18,16,0
4,10,17,0
5,6,16,19
5,2,18,3
17,13,6,5
12,16,6,13
9,9,18,11
11,1,4,10
5,1,12,15
10,3,2,11
20,15,8,5
10,3,3,0
17,8,15,14
17,19,13,10
14,13,20,2
17,5,1,9
11,3,15,9
18,4,19,9
13,3,10,20
15,5,8,7
12,18,4,14
15,18,13,16
10,20,9,17
18,5,6,19
13,9,15,2
20,13,8,3
9,5,17,9
20,14,8,3
18,9,14,17
19,19,18,12
19,18,8,20
8,12,20,2
2,14,3,20
14,15,2,15
18,4,11,4
11,2,0,4
19,19,10,3
11,9,11,10
10,15,4,14
16,15,1,14
