x,y,z,res
129,258,1537,1038.493292
130,260,1549,1046.570805
131,262,1561,1054.648313
132,264,1573,1062.725817
133,266,1585,1070.803318
134,268,1597,1078.880815
135,270,1609,1086.958309
136,272,1621,1095.035799
137,274,1633,1103.113285
138,276,1645,1111.190768
139,278,1657,1119.268247
140,280,1669,1127.345723
141,282,1681,1135.423196
142,284,1693,1143.500666
143,286,1705,1151.578132
144,288,1717,1159.655595
145,290,1729,1167.733055
146,292,1741,1175.810512
147,294,1753,1183.887966
148,296,1765,1191.965417
149,298,1777,1200.042865
150,300,1789,1208.120311
151,302,1801,1216.197753
152,304,1813,1224.275192
153,306,1825,1232.352629
154,308,1837,1240.430063
155,310,1849,1248.507495
156,312,1861,1256.584923
157,314,1873,1264.662349
158,316,1885,1272.739773
159,318,1897,1280.817194
160,320,1909,1288.894612
161,322,1921,1296.972028
162,324,1933,1305.049442
163,326,1945,1313.126853
164,328,1957,1321.204262
165,330,1969,1329.281668
166,332,1981,1337.359072
167,334,1993,1345.436474
168,336,2005,1353.513874
169,338,2017,1361.591271
170,340,2029,1369.668666
171,342,2041,1377.746059
172,344,2053,1385.82345
173,346,2065,1393.900838
174,348,2077,1401.978225
175,350,2089,1410.05561
176,352,2101,1418.132992
177,354,2113,1426.210373
178,356,2125,1434.287751
179,358,2137,1442.365128
180,360,2149,1450.442502
181,362,2161,1458.519875
182,364,2173,1466.597245
183,366,2185,1474.674614
184,368,2197,1482.751981
185,370,2209,1490.829347
186,372,2221,1498.90671
187,374,2233,1506.984071
188,376,2245,1515.061431
189,378,2257,1523.138789
190,380,2269,1531.216146
191,382,2281,1539.2935
192,384,2293,1547.370853
193,386,2305,1555.448204
194,388,2317,1563.525554
195,390,2329,1571.602902
196,392,2341,1579.680248
197,394,2353,1587.757593
198,396,2365,1595.834936
199,398,2377,1603.912278
200,400,2389,1611.989618
201,402,2401,1620.066956
202,404,2413,1628.144293
203,406,2425,1636.221629
204,408,2437,1644.298962
205,410,2449,1652.376295
206,412,2461,1660.453626
207,414,2473,1668.530956
208,416,2485,1676.608284
209,418,2497,1684.685611
210,420,2509,1692.762936
211,422,2521,1700.84026
212,424,2533,1708.917583
213,426,2545,1716.994904
214,428,2557,1725.072224
215,430,2569,1733.149542
216,432,2581,1741.22686
217,434,2593,1749.304176
218,436,2605,1757.38149
219,438,2617,1765.458804
220,440,2629,1773.536116
221,442,2641,1781.613427
222,444,2653,1789.690736
223,446,2665,1797.768045
224,448,2677,1805.845352
225,450,2689,1813.922658
226,452,2701,1821.999963
227,454,2713,1830.077266
228,456,2725,1838.154569
229,458,2737,1846.23187
230,460,2749,1854.30917
231,462,2761,1862.386469
232,464,2773,1870.463767
233,466,2785,1878.541064
234,468,2797,1886.618359
235,470,2809,1894.695654
236,472,2821,1902.772947
237,474,2833,1910.85024
238,476,2845,1918.927531
239,478,2857,1927.004821
240,480,2869,1935.08211
241,482,2881,1943.159398
242,484,2893,1951.236685
243,486,2905,1959.313971
244,488,2917,1967.391256
245,490,2929,1975.46854
246,492,2941,1983.545824
247,494,2953,1991.623106
248,496,2965,1999.700387
249,498,2977,2007.777667
250,500,2989,2015.854946
251,502,3001,2023.932224
252,504,3013,2032.009501
253,506,3025,2040.086777
254,508,3037,2048.164053
255,510,3049,2056.241327
256,512,3061,2064.318601
257,514,3073,2072.395873
258,516,3085,2080.473145
259,518,3097,2088.550416
260,520,3109,2096.627686
261,522,3121,2104.704955
262,524,3133,2112.782223
263,526,3145,2120.85949
264,528,3157,2128.936757
265,530,3169,2137.014022
266,532,3181,2145.091287
267,534,3193,2153.168551
268,536,3205,2161.245814
269,538,3217,2169.323076
270,540,3229,2177.400337
271,542,3241,2185.477598
272,544,3253,2193.554858
273,546,3265,2201.632117
274,548,3277,2209.709375
275,550,3289,2217.786632
276,552,3301,2225.863889
277,554,3313,2233.941145
278,556,3325,2242.0184
279,558,3337,2250.095654
280,560,3349,2258.172908
281,562,3361,2266.25016
282,564,3373,2274.327412
283,566,3385,2282.404664
284,568,3397,2290.481914
285,570,3409,2298.559164
286,572,3421,2306.636413
287,574,3433,2314.713662
288,576,3445,2322.790909
289,578,3457,2330.868156
290,580,3469,2338.945402
291,582,3481,2347.022648
292,584,3493,2355.099893
293,586,3505,2363.177137
294,588,3517,2371.25438
295,590,3529,2379.331623
296,592,3541,2387.408865
297,594,3553,2395.486107
298,596,3565,2403.563347
299,598,3577,2411.640588
300,600,3589,2419.717827
301,602,3601,2427.795066
302,604,3613,2435.872304
303,606,3625,2443.949541
304,608,3637,2452.026778
305,610,3649,2460.104014
306,612,3661,2468.18125
307,614,3673,2476.258485
308,616,3685,2484.335719
309,618,3697,2492.412953
310,620,3709,2500.490186
311,622,3721,2508.567419
312,624,3733,2516.644651
313,626,3745,2524.721882
314,628,3757,2532.799113
315,630,3769,2540.876343
316,632,3781,2548.953572
317,634,3793,2557.030801
318,636,3805,2565.108029
319,638,3817,2573.185257
320,640,3829,2581.262484
321,642,3841,2589.339711
322,644,3853,2597.416937
323,646,3865,2605.494163
324,648,3877,2613.571388
325,650,3889,2621.648612
326,652,3901,2629.725836
327,654,3913,2637.803059
328,656,3925,2645.880282
329,658,3937,2653.957504
330,660,3949,2662.034726
331,662,3961,2670.111947
332,664,3973,2678.189167
333,666,3985,2686.266387
334,668,3997,2694.343607
335,670,4009,2702.420826
336,672,4021,2710.498044
337,674,4033,2718.575262
338,676,4045,2726.65248
339,678,4057,2734.729697
340,680,4069,2742.806913
341,682,4081,2750.884129
342,684,4093,2758.961344
343,686,4105,2767.038559
344,688,4117,2775.115774
345,690,4129,2783.192988
346,692,4141,2791.270201
347,694,4153,2799.347414
348,696,4165,2807.424627
349,698,4177,2815.501839
350,700,4189,2823.57905
351,702,4201,2831.656261
352,704,4213,2839.733472
353,706,4225,2847.810682
354,708,4237,2855.887892
355,710,4249,2863.965101
356,712,4261,2872.04231
357,714,4273,2880.119518
358,716,4285,2888.196726
359,718,4297,2896.273933
360,720,4309,2904.35114
361,722,4321,2912.428347
362,724,4333,2920.505553
363,726,4345,2928.582758
364,728,4357,2936.659963
365,730,4369,2944.737168
366,732,4381,2952.814372
367,734,4393,2960.891576
368,736,4405,2968.96878
369,738,4417,2977.045983
370,740,4429,2985.123185
371,742,4441,2993.200387
372,744,4453,3001.277589
373,746,4465,3009.35479
374,748,4477,3017.431991
375,750,4489,3025.509192
376,752,4501,3033.586392
377,754,4513,3041.663591
378,756,4525,3049.740791
379,758,4537,3057.81799
380,760,4549,3065.895188
381,762,4561,3073.972386
382,764,4573,3082.049584
383,766,4585,3090.126781
384,768,4597,3098.203978
385,770,4609,3106.281174
386,772,4621,3114.35837
387,774,4633,3122.435566
388,776,4645,3130.512761
389,778,4657,3138.589956
390,780,4669,3146.667151
391,782,4681,3154.744345
392,784,4693,3162.821539
393,786,4705,3170.898732
394,788,4717,3178.975925
395,790,4729,3187.053118
396,792,4741,3195.13031
397,794,4753,3203.207502
398,796,4765,3211.284694
399,798,4777,3219.361885
400,800,4789,3227.439076
401,802,4801,3235.516266
402,804,4813,3243.593457
403,806,4825,3251.670646
404,808,4837,3259.747836
405,810,4849,3267.825025
406,812,4861,3275.902214
407,814,4873,3283.979402
408,816,4885,3292.05659
409,818,4897,3300.133778
410,820,4909,3308.210965
411,822,4921,3316.288152
412,824,4933,3324.365339
413,826,4945,3332.442525
414,828,4957,3340.519711
415,830,4969,3348.596897
416,832,4981,3356.674082
417,834,4993,3364.751267
418,836,5005,3372.828452
419,838,5017,3380.905636
420,840,5029,3388.98282
421,842,5041,3397.060004
422,844,5053,3405.137187
423,846,5065,3413.21437
424,848,5077,3421.291553
425,850,5089,3429.368735
426,852,5101,3437.445917
427,854,5113,3445.523099
428,856,5125,3453.60028
429,858,5137,3461.677462
430,860,5149,3469.754642
431,862,5161,3477.831823
432,864,5173,3485.909003
433,866,5185,3493.986183
434,868,5197,3502.063363
435,870,5209,3510.140542
436,872,5221,3518.217721
437,874,5233,3526.2949
438,876,5245,3534.372078
439,878,5257,3542.449256
440,880,5269,3550.526434
441,882,5281,3558.603611
442,884,5293,3566.680789
443,886,5305,3574.757966
444,888,5317,3582.835142
445,890,5329,3590.912319
446,892,5341,3598.989495
447,894,5353,3607.06667
448,896,5365,3615.143846
449,898,5377,3623.221021
450,900,5389,3631.298196
451,902,5401,3639.375371
452,904,5413,3647.452545
453,906,5425,3655.529719
454,908,5437,3663.606893
455,910,5449,3671.684066
456,912,5461,3679.761239
457,914,5473,3687.838412
458,916,5485,3695.915585
459,918,5497,3703.992758
460,920,5509,3712.06993
461,922,5521,3720.147102
462,924,5533,3728.224273
463,926,5545,3736.301444
464,928,5557,3744.378616
465,930,5569,3752.455786
466,932,5581,3760.532957
467,934,5593,3768.610127
468,936,5605,3776.687297
469,938,5617,3784.764467
470,940,5629,3792.841637
471,942,5641,3800.918806
472,944,5653,3808.995975
473,946,5665,3817.073143
474,948,5677,3825.150312
475,950,5689,3833.22748
476,952,5701,3841.304648
477,954,5713,3849.381816
478,956,5725,3857.458983
479,958,5737,3865.536151
480,960,5749,3873.613318
481,962,5761,3881.690484
482,964,5773,3889.767651
483,966,5785,3897.844817
484,968,5797,3905.921983
485,970,5809,3913.999149
486,972,5821,3922.076314
487,974,5833,3930.15348
488,976,5845,3938.230645
489,978,5857,3946.307809
490,980,5869,3954.384974
491,982,5881,3962.462138
492,984,5893,3970.539302
493,986,5905,3978.616466
494,988,5917,3986.69363
495,990,5929,3994.770793
496,992,5941,4002.847956
497,994,5953,4010.925119
498,996,5965,4019.002282
499,998,5977,4027.079444
500,1000,5989,4035.156607
501,1002,6001,4043.233769
502,1004,6013,4051.310931
503,1006,6025,4059.388092
504,1008,6037,4067.465253
505,1010,6049,4075.542415
506,1012,6061,4083.619575
507,1014,6073,4091.696736
508,1016,6085,4099.773897
509,1018,6097,4107.851057
510,1020,6109,4115.928217
511,1022,6121,4124.005377
512,1024,6133,4132.082536
513,1026,6145,4140.159695
514,1028,6157,4148.236855
515,1030,6169,4156.314014
516,1032,6181,4164.391172
517,1034,6193,4172.468331
518,1036,6205,4180.545489
519,1038,6217,4188.622647
520,1040,6229,4196.699805
521,1042,6241,4204.776963
522,1044,6253,4212.85412
523,1046,6265,4220.931277
524,1048,6277,4229.008434
525,1050,6289,4237.085591
526,1052,6301,4245.162748
527,1054,6313,4253.239904
528,1056,6325,4261.31706
529,1058,6337,4269.394217
530,1060,6349,4277.471372
531,1062,6361,4285.548528
532,1064,6373,4293.625683
533,1066,6385,4301.702839
534,1068,6397,4309.779994
535,1070,6409,4317.857148
536,1072,6421,4325.934303
537,1074,6433,4334.011457
538,1076,6445,4342.088612
539,1078,6457,4350.165766
540,1080,6469,4358.24292
541,1082,6481,4366.320073
542,1084,6493,4374.397227
543,1086,6505,4382.47438
544,1088,6517,4390.551533
545,1090,6529,4398.628686
546,1092,6541,4406.705838
547,1094,6553,4414.782991
548,1096,6565,4422.860143
549,1098,6577,4430.937295
550,1100,6589,4439.014447
551,1102,6601,4447.091599
552,1104,6613,4455.168751
553,1106,6625,4463.245902
554,1108,6637,4471.323053
555,1110,6649,4479.400204
556,1112,6661,4487.477355
557,1114,6673,4495.554506
558,1116,6685,4503.631656
559,1118,6697,4511.708806
560,1120,6709,4519.785956
561,1122,6721,4527.863106
562,1124,6733,4535.940256
563,1126,6745,4544.017406
564,1128,6757,4552.094555
565,1130,6769,4560.171704
566,1132,6781,4568.248853
567,1134,6793,4576.326002
568,1136,6805,4584.403151
569,1138,6817,4592.480299
570,1140,6829,4600.557448
571,1142,6841,4608.634596
572,1144,6853,4616.711744
573,1146,6865,4624.788892
574,1148,6877,4632.866039
575,1150,6889,4640.943187
576,1152,6901,4649.020334
577,1154,6913,4657.097481
578,1156,6925,4665.174628
579,1158,6937,4673.251775
580,1160,6949,4681.328921
581,1162,6961,4689.406068
582,1164,6973,4697.483214
583,1166,6985,4705.56036
584,1168,6997,4713.637506
585,1170,7009,4721.714652
586,1172,7021,4729.791798
587,1174,7033,4737.868943
588,1176,7045,4745.946088
589,1178,7057,4754.023234
590,1180,7069,4762.100379
591,1182,7081,4770.177523
592,1184,7093,4778.254668
593,1186,7105,4786.331812
594,1188,7117,4794.408957
595,1190,7129,4802.486101
596,1192,7141,4810.563245
597,1194,7153,4818.640389
598,1196,7165,4826.717532
599,1198,7177,4834.794676
600,1200,7189,4842.871819
601,1202,7201,4850.948963
602,1204,7213,4859.026106
603,1206,7225,4867.103249
604,1208,7237,4875.180391
605,1210,7249,4883.257534
606,1212,7261,4891.334676
607,1214,7273,4899.411819
608,1216,7285,4907.488961
609,1218,7297,4915.566103
610,1220,7309,4923.643245
611,1222,7321,4931.720386
612,1224,7333,4939.797528
613,1226,7345,4947.874669
614,1228,7357,4955.951811
615,1230,7369,4964.028952
616,1232,7381,4972.106093
617,1234,7393,4980.183233
618,1236,7405,4988.260374
619,1238,7417,4996.337515
620,1240,7429,5004.414655
621,1242,7441,5012.491795
622,1244,7453,5020.568935
623,1246,7465,5028.646075
624,1248,7477,5036.723215
625,1250,7489,5044.800354
626,1252,7501,5052.877494
627,1254,7513,5060.954633
628,1256,7525,5069.031773
629,1258,7537,5077.108912
630,1260,7549,5085.18605
631,1262,7561,5093.263189
632,1264,7573,5101.340328
633,1266,7585,5109.417466
634,1268,7597,5117.494605
635,1270,7609,5125.571743
636,1272,7621,5133.648881
637,1274,7633,5141.726019
638,1276,7645,5149.803157
639,1278,7657,5157.880294
640,1280,7669,5165.957432
641,1282,7681,5174.034569
642,1284,7693,5182.111707
643,1286,7705,5190.188844
644,1288,7717,5198.265981
645,1290,7729,5206.343118
646,1292,7741,5214.420254
647,1294,7753,5222.497391
648,1296,7765,5230.574527
649,1298,7777,5238.651664
650,1300,7789,5246.7288
651,1302,7801,5254.805936
652,1304,7813,5262.883072
653,1306,7825,5270.960207
654,1308,7837,5279.037343
655,1310,7849,5287.114479
656,1312,7861,5295.191614
657,1314,7873,5303.268749
658,1316,7885,5311.345884
659,1318,7897,5319.423019
660,1320,7909,5327.500154
661,1322,7921,5335.577289
662,1324,7933,5343.654424
663,1326,7945,5351.731558
664,1328,7957,5359.808692
665,1330,7969,5367.885827
666,1332,7981,5375.962961
667,1334,7993,5384.040095
668,1336,8005,5392.117229
669,1338,8017,5400.194362
670,1340,8029,5408.271496
671,1342,8041,5416.348629
672,1344,8053,5424.425763
673,1346,8065,5432.502896
674,1348,8077,5440.580029
675,1350,8089,5448.657162
676,1352,8101,5456.734295
677,1354,8113,5464.811428
678,1356,8125,5472.88856
679,1358,8137,5480.965693
680,1360,8149,5489.042825
681,1362,8161,5497.119957
682,1364,8173,5505.197089
683,1366,8185,5513.274221
684,1368,8197,5521.351353
685,1370,8209,5529.428485
686,1372,8221,5537.505617
687,1374,8233,5545.582748
688,1376,8245,5553.65988
689,1378,8257,5561.737011
690,1380,8269,5569.814142
691,1382,8281,5577.891273
692,1384,8293,5585.968404
693,1386,8305,5594.045535
694,1388,8317,5602.122666
695,1390,8329,5610.199796
696,1392,8341,5618.276927
697,1394,8353,5626.354057
698,1396,8365,5634.431187
699,1398,8377,5642.508318
700,1400,8389,5650.585448
701,1402,8401,5658.662577
702,1404,8413,5666.739707
703,1406,8425,5674.816837
704,1408,8437,5682.893966
705,1410,8449,5690.971096
706,1412,8461,5699.048225
707,1414,8473,5707.125354
708,1416,8485,5715.202484
709,1418,8497,5723.279613
710,1420,8509,5731.356741
711,1422,8521,5739.43387
712,1424,8533,5747.510999
713,1426,8545,5755.588127
714,1428,8557,5763.665256
715,1430,8569,5771.742384
716,1432,8581,5779.819513
717,1434,8593,5787.896641
718,1436,8605,5795.973769
719,1438,8617,5804.050897
720,1440,8629,5812.128024
721,1442,8641,5820.205152
722,1444,8653,5828.28228
723,1446,8665,5836.359407
724,1448,8677,5844.436534
725,1450,8689,5852.513662
726,1452,8701,5860.590789
727,1454,8713,5868.667916
728,1456,8725,5876.745043
729,1458,8737,5884.82217
730,1460,8749,5892.899296
731,1462,8761,5900.976423
732,1464,8773,5909.05355
733,1466,8785,5917.130676
734,1468,8797,5925.207802
735,1470,8809,5933.284929
736,1472,8821,5941.362055
