x,y,z,res
58,18,43,21.850686
61,52,22,1.52518281
32,26,58,5.23024456
26,79,35,-16.89288102
42,11,50,29.09283026
45,52,74,-4.64652141
48,99,3,-0.9431818717
66,78,59,-4.280489362
52,31,24,5.391399595
27,39,12,-1.916410114
25,33,62,-7.475583735
41,37,59,2.630345827
35,84,15,-5.703168626
36,67,62,-16.72588272
96,18,14,10.17798219
25,55,30,-10.27268042
70,92,61,-7.240077027
28,7,73,43.95037937
42,52,57,-5.286981035
30,58,58,-16.60579085
90,90,6,0
63,99,64,-12.56285729
11,24,43,-14.56919793
48,83,38,-9.03780049
79,27,2,0.9325266543
15,12,40,3.87640052
14,49,65,-35.36442288
35,54,54,-10.16958864
84,71,76,5.549591238
2,40,7,-9.10720997
85,94,86,-3.758967798
43,41,60,1.241075932
34,40,96,-6.775783131
34,15,66,23.45558543
96,43,52,18.13774443
83,59,81,12.00631254
59,22,22,9.425445278
24,19,19,1.927695174
96,79,99,8.379770033
70,13,42,30.70849688
75,31,91,34.91666083
19,3,91,72.94854351
22,75,14,-7.456940156
85,43,25,7.398761753
94,9,100,101.8885344
77,13,79,61.03124246
47,95,60,-18.33754484
42,2,66,87.26647345
30,63,99,-31.89971018
12,7,59,13.81090916
76,98,45,-4.968561754
51,38,51,6.517115554
5,25,50,-34.94850022
26,95,93,-52.33577393
69,45,2,0.3712731539
27,47,46,-11.07376831
71,55,16,1.774330548
31,47,69,-12.47079532
75,23,50,25.66667137
19,7,27,11.70870015
14,79,56,-42.08394711
76,73,74,1.29431418
90,22,88,53.84014492
54,97,32,-8.140095182
80,19,57,35.587174
1,82,61,-116.742645
89,75,6,0.4459724595
68,55,48,4.423018714
88,28,97,48.24049016
