x,y,z,res
256,512,3061,6.049245646
257,514,3073,6.053234345
258,516,3085,6.057207591
259,518,3097,6.061165502
260,520,3109,6.065108197
261,522,3121,6.069035792
262,524,3133,6.072948403
263,526,3145,6.076846144
264,528,3157,6.080729126
265,530,3169,6.084597462
266,532,3181,6.088451262
267,534,3193,6.092290634
268,536,3205,6.096115686
269,538,3217,6.099926525
270,540,3229,6.103723255
271,542,3241,6.107505982
272,544,3253,6.111274807
273,546,3265,6.115029834
274,548,3277,6.118771161
275,550,3289,6.12249889
276,552,3301,6.126213118
277,554,3313,6.129913943
278,556,3325,6.133601462
279,558,3337,6.137275769
280,560,3349,6.14093696
281,562,3361,6.144585127
282,564,3373,6.148220363
283,566,3385,6.151842759
284,568,3397,6.155452406
285,570,3409,6.159049392
286,572,3421,6.162633808
287,574,3433,6.166205739
288,576,3445,6.169765274
289,578,3457,6.173312497
290,580,3469,6.176847493
291,582,3481,6.180370347
292,584,3493,6.183881142
293,586,3505,6.18737996
294,588,3517,6.190866882
295,590,3529,6.194341989
296,592,3541,6.197805361
297,594,3553,6.201257077
298,596,3565,6.204697216
299,598,3577,6.208125853
300,600,3589,6.211543067
301,602,3601,6.214948933
302,604,3613,6.218343526
303,606,3625,6.221726921
304,608,3637,6.225099191
305,610,3649,6.22846041
306,612,3661,6.231810648
307,614,3673,6.235149979
308,616,3685,6.238478472
309,618,3697,6.241796199
310,620,3709,6.245103227
311,622,3721,6.248399627
312,624,3733,6.251685466
313,626,3745,6.254960812
314,628,3757,6.258225731
315,630,3769,6.26148029
316,632,3781,6.264724555
317,634,3793,6.267958589
318,636,3805,6.271182458
319,638,3817,6.274396225
320,640,3829,6.277599954
321,642,3841,6.280793707
322,644,3853,6.283977545
323,646,3865,6.287151531
324,648,3877,6.290315724
325,650,3889,6.293470186
326,652,3901,6.296614976
327,654,3913,6.299750154
328,656,3925,6.302875776
329,658,3937,6.305991903
330,660,3949,6.309098591
331,662,3961,6.312195897
332,664,3973,6.315283878
333,666,3985,6.31836259
334,668,3997,6.321432089
335,670,4009,6.324492428
336,672,4021,6.327543664
337,674,4033,6.330585849
338,676,4045,6.333619038
339,678,4057,6.336643283
340,680,4069,6.339658638
341,682,4081,6.342665153
342,684,4093,6.345662882
343,686,4105,6.348651874
344,688,4117,6.351632181
345,690,4129,6.354603854
346,692,4141,6.357566942
347,694,4153,6.360521494
348,696,4165,6.36346756
349,698,4177,6.366405188
350,700,4189,6.369334426
351,702,4201,6.372255323
352,704,4213,6.375167926
353,706,4225,6.378072281
354,708,4237,6.380968435
355,710,4249,6.383856434
356,712,4261,6.386736325
357,714,4273,6.389608153
358,716,4285,6.392471962
359,718,4297,6.395327797
360,720,4309,6.398175703
361,722,4321,6.401015724
362,724,4333,6.403847902
363,726,4345,6.406672282
364,728,4357,6.409488906
365,730,4369,6.412297816
366,732,4381,6.415099055
367,734,4393,6.417892665
368,736,4405,6.420678687
369,738,4417,6.423457162
370,740,4429,6.42622813
371,742,4441,6.428991633
372,744,4453,6.431747711
373,746,4465,6.434496403
374,748,4477,6.437237748
375,750,4489,6.439971787
376,752,4501,6.442698557
377,754,4513,6.445418097
378,756,4525,6.448130447
379,758,4537,6.450835642
380,760,4549,6.453533722
381,762,4561,6.456224723
382,764,4573,6.458908683
383,766,4585,6.461585638
384,768,4597,6.464255625
385,770,4609,6.46691868
386,772,4621,6.469574839
387,774,4633,6.472224138
388,776,4645,6.474866611
389,778,4657,6.477502294
390,780,4669,6.480131222
391,782,4681,6.482753429
392,784,4693,6.48536895
393,786,4705,6.487977818
394,788,4717,6.490580068
395,790,4729,6.493175733
396,792,4741,6.495764846
397,794,4753,6.49834744
398,796,4765,6.500923547
399,798,4777,6.503493202
400,800,4789,6.506056434
401,802,4801,6.508613278
402,804,4813,6.511163764
403,806,4825,6.513707924
404,808,4837,6.516245789
405,810,4849,6.51877739
406,812,4861,6.521302759
407,814,4873,6.523821926
408,816,4885,6.526334921
409,818,4897,6.528841774
410,820,4909,6.531342515
411,822,4921,6.533837175
412,824,4933,6.536325782
413,826,4945,6.538808366
414,828,4957,6.541284956
415,830,4969,6.543755581
416,832,4981,6.54622027
417,834,4993,6.548679051
418,836,5005,6.551131951
419,838,5017,6.553579001
420,840,5029,6.556020226
421,842,5041,6.558455655
422,844,5053,6.560885316
423,846,5065,6.563309235
424,848,5077,6.565727439
425,850,5089,6.568139957
426,852,5101,6.570546813
427,854,5113,6.572948035
428,856,5125,6.57534365
429,858,5137,6.577733682
430,860,5149,6.580118159
431,862,5161,6.582497105
432,864,5173,6.584870547
433,866,5185,6.58723851
434,868,5197,6.589601019
435,870,5209,6.5919581
436,872,5221,6.594309776
437,874,5233,6.596656074
438,876,5245,6.598997017
439,878,5257,6.60133263
440,880,5269,6.603662936
441,882,5281,6.605987961
442,884,5293,6.608307728
443,886,5305,6.610622261
444,888,5317,6.612931582
445,890,5329,6.615235717
446,892,5341,6.617534687
447,894,5353,6.619828517
448,896,5365,6.622117229
449,898,5377,6.624400845
450,900,5389,6.626679389
451,902,5401,6.628952882
452,904,5413,6.631221348
453,906,5425,6.633484809
454,908,5437,6.635743286
455,910,5449,6.637996801
456,912,5461,6.640245377
457,914,5473,6.642489034
458,916,5485,6.644727795
459,918,5497,6.64696168
460,920,5509,6.649190711
461,922,5521,6.651414908
462,924,5533,6.653634294
463,926,5545,6.655848888
464,928,5557,6.658058711
465,930,5569,6.660263784
466,932,5581,6.662464126
467,934,5593,6.66465976
468,936,5605,6.666850703
469,938,5617,6.669036977
470,940,5629,6.671218602
471,942,5641,6.673395596
472,944,5653,6.67556798
473,946,5665,6.677735773
474,948,5677,6.679898995
475,950,5689,6.682057664
476,952,5701,6.6842118
477,954,5713,6.686361422
478,956,5725,6.688506549
479,958,5737,6.6906472
480,960,5749,6.692783392
481,962,5761,6.694915145
482,964,5773,6.697042478
483,966,5785,6.699165407
484,968,5797,6.701283953
485,970,5809,6.703398132
486,972,5821,6.705507963
487,974,5833,6.707613463
488,976,5845,6.70971465
489,978,5857,6.711811542
490,980,5869,6.713904157
491,982,5881,6.715992511
492,984,5893,6.718076623
493,986,5905,6.720156509
494,988,5917,6.722232186
495,990,5929,6.724303672
496,992,5941,6.726370983
497,994,5953,6.728434136
498,996,5965,6.730493148
499,998,5977,6.732548036
500,1000,5989,6.734598815
501,1002,6001,6.736645503
502,1004,6013,6.738688115
503,1006,6025,6.740726668
504,1008,6037,6.742761179
505,1010,6049,6.744791661
506,1012,6061,6.746818133
507,1014,6073,6.74884061
508,1016,6085,6.750859106
509,1018,6097,6.752873639
510,1020,6109,6.754884224
511,1022,6121,6.756890875
512,1024,6133,6.758893609
513,1026,6145,6.76089244
514,1028,6157,6.762887384
515,1030,6169,6.764878456
516,1032,6181,6.766865671
517,1034,6193,6.768849044
518,1036,6205,6.770828589
519,1038,6217,6.772804322
520,1040,6229,6.774776257
521,1042,6241,6.776744408
522,1044,6253,6.778708791
523,1046,6265,6.780669419
524,1048,6277,6.782626307
525,1050,6289,6.784579469
526,1052,6301,6.786528919
527,1054,6313,6.788474672
528,1056,6325,6.790416741
529,1058,6337,6.79235514
530,1060,6349,6.794289884
531,1062,6361,6.796220985
532,1064,6373,6.798148458
533,1066,6385,6.800072316
534,1068,6397,6.801992573
535,1070,6409,6.803909242
536,1072,6421,6.805822336
537,1074,6433,6.80773187
538,1076,6445,6.809637855
539,1078,6457,6.811540306
540,1080,6469,6.813439235
541,1082,6481,6.815334656
542,1084,6493,6.817226581
543,1086,6505,6.819115023
544,1088,6517,6.820999995
545,1090,6529,6.822881509
546,1092,6541,6.824759579
547,1094,6553,6.826634217
548,1096,6565,6.828505436
549,1098,6577,6.830373247
550,1100,6589,6.832237664
551,1102,6601,6.834098699
552,1104,6613,6.835956363
553,1106,6625,6.837810669
554,1108,6637,6.83966163
555,1110,6649,6.841509257
556,1112,6661,6.843353562
557,1114,6673,6.845194558
558,1116,6685,6.847032255
559,1118,6697,6.848866666
560,1120,6709,6.850697803
561,1122,6721,6.852525677
562,1124,6733,6.8543503
563,1126,6745,6.856171683
564,1128,6757,6.857989838
565,1130,6769,6.859804777
566,1132,6781,6.86161651
567,1134,6793,6.863425049
568,1136,6805,6.865230405
569,1138,6817,6.86703259
570,1140,6829,6.868831614
571,1142,6841,6.870627488
572,1144,6853,6.872420225
573,1146,6865,6.874209834
574,1148,6877,6.875996326
575,1150,6889,6.877779713
576,1152,6901,6.879560004
577,1154,6913,6.881337212
578,1156,6925,6.883111345
579,1158,6937,6.884882416
580,1160,6949,6.886650435
581,1162,6961,6.888415412
582,1164,6973,6.890177357
583,1166,6985,6.891936281
584,1168,6997,6.893692195
585,1170,7009,6.895445108
586,1172,7021,6.897195031
587,1174,7033,6.898941974
588,1176,7045,6.900685947
589,1178,7057,6.902426961
590,1180,7069,6.904165024
591,1182,7081,6.905900148
592,1184,7093,6.907632343
593,1186,7105,6.909361617
594,1188,7117,6.911087981
595,1190,7129,6.912811445
596,1192,7141,6.914532018
597,1194,7153,6.91624971
598,1196,7165,6.917964531
599,1198,7177,6.919676491
600,1200,7189,6.921385598
601,1202,7201,6.923091862
602,1204,7213,6.924795293
603,1206,7225,6.926495901
604,1208,7237,6.928193694
605,1210,7249,6.929888682
606,1212,7261,6.931580873
607,1214,7273,6.933270278
608,1216,7285,6.934956906
609,1218,7297,6.936640765
610,1220,7309,6.938321865
611,1222,7321,6.940000214
612,1224,7333,6.941675822
613,1226,7345,6.943348698
614,1228,7357,6.94501885
615,1230,7369,6.946686287
616,1232,7381,6.948351019
617,1234,7393,6.950013053
618,1236,7405,6.9516724
619,1238,7417,6.953329066
620,1240,7429,6.954983062
621,1242,7441,6.956634395
622,1244,7453,6.958283074
623,1246,7465,6.959929108
624,1248,7477,6.961572505
625,1250,7489,6.963213273
626,1252,7501,6.964851422
627,1254,7513,6.966486959
628,1256,7525,6.968119892
629,1258,7537,6.969750231
630,1260,7549,6.971377982
631,1262,7561,6.973003155
632,1264,7573,6.974625757
633,1266,7585,6.976245797
634,1268,7597,6.977863283
635,1270,7609,6.979478223
636,1272,7621,6.981090624
637,1274,7633,6.982700495
638,1276,7645,6.984307843
639,1278,7657,6.985912677
640,1280,7669,6.987515005
641,1282,7681,6.989114833
642,1284,7693,6.990712171
643,1286,7705,6.992307025
644,1288,7717,6.993899404
645,1290,7729,6.995489315
646,1292,7741,6.997076766
647,1294,7753,6.998661764
648,1296,7765,7.000244317
649,1298,7777,7.001824433
650,1300,7789,7.003402118
651,1302,7801,7.004977381
652,1304,7813,7.006550229
653,1306,7825,7.008120669
654,1308,7837,7.009688708
655,1310,7849,7.011254355
656,1312,7861,7.012817616
657,1314,7873,7.014378498
658,1316,7885,7.015937009
659,1318,7897,7.017493156
660,1320,7909,7.019046946
661,1322,7921,7.020598386
662,1324,7933,7.022147484
663,1326,7945,7.023694246
664,1328,7957,7.025238679
665,1330,7969,7.026780791
666,1332,7981,7.028320588
667,1334,7993,7.029858077
668,1336,8005,7.031393266
669,1338,8017,7.032926161
670,1340,8029,7.034456768
671,1342,8041,7.035985096
672,1344,8053,7.03751115
673,1346,8065,7.039034937
674,1348,8077,7.040556464
675,1350,8089,7.042075738
676,1352,8101,7.043592766
677,1354,8113,7.045107553
678,1356,8125,7.046620107
679,1358,8137,7.048130435
680,1360,8149,7.049638542
681,1362,8161,7.051144435
682,1364,8173,7.052648121
683,1366,8185,7.054149606
684,1368,8197,7.055648897
685,1370,8209,7.057146
686,1372,8221,7.058640921
687,1374,8233,7.060133667
688,1376,8245,7.061624245
689,1378,8257,7.063112659
690,1380,8269,7.064598918
691,1382,8281,7.066083026
692,1384,8293,7.06756499
693,1386,8305,7.069044817
694,1388,8317,7.070522512
695,1390,8329,7.071998082
696,1392,8341,7.073471532
697,1394,8353,7.07494287
698,1396,8365,7.0764121
699,1398,8377,7.077879229
700,1400,8389,7.079344262
701,1402,8401,7.080807207
702,1404,8413,7.082268068
703,1406,8425,7.083726852
704,1408,8437,7.085183565
705,1410,8449,7.086638212
706,1412,8461,7.0880908
707,1414,8473,7.089541334
708,1416,8485,7.090989819
709,1418,8497,7.092436263
710,1420,8509,7.09388067
711,1422,8521,7.095323046
712,1424,8533,7.096763397
713,1426,8545,7.098201729
714,1428,8557,7.099638047
715,1430,8569,7.101072356
716,1432,8581,7.102504664
717,1434,8593,7.103934974
718,1436,8605,7.105363293
719,1438,8617,7.106789626
720,1440,8629,7.108213979
721,1442,8641,7.109636357
722,1444,8653,7.111056766
723,1446,8665,7.112475211
724,1448,8677,7.113891697
725,1450,8689,7.115306231
726,1452,8701,7.116718816
727,1454,8713,7.118129459
